Date,Adj Close,Close,High,Low,Open,Volume
2016-02-04,162.38833618164062,191.60000610351562,192.75,189.9600067138672,190.7100067138672,139531800
2016-02-05,159.2948455810547,187.9499969482422,191.6699981689453,187.1999969482422,190.99000549316406,180788300
2016-02-08,157.15057373046875,185.4199981689453,186.1199951171875,182.8000030517578,185.77000427246094,191526700
2016-02-09,157.15902709960938,185.42999267578125,186.94000244140625,183.1999969482422,183.36000061035156,184513100
2016-02-10,157.02346801757812,185.27000427246094,188.33999633789062,185.1199951171875,186.41000366210938,148214100
2016-02-11,154.98085021972656,182.86000061035156,184.10000610351562,181.08999633789062,182.33999633789062,219058900
2016-02-12,158.17613220214844,186.6300048828125,186.64999389648438,183.9600067138672,184.9600067138672,127632400
2016-02-16,160.8458251953125,189.77999877929688,189.80999755859375,187.6300048828125,188.77000427246094,120250700
2016-02-17,163.47315979003906,192.8800048828125,193.32000732421875,191.00999450683594,191.16000366210938,136009500
2016-02-18,162.8036651611328,192.08999633789062,193.27000427246094,191.72000122070312,193.1999969482422,102343000
2016-02-19,162.72740173339844,192.0,192.17999267578125,190.4499969482422,191.1699981689453,114793000
2016-02-22,165.08351135253906,194.77999877929688,194.9499969482422,193.7899932861328,193.8699951171875,103640300
2016-02-23,162.99859619140625,192.32000732421875,194.32000732421875,192.17999267578125,194.0,111455300
2016-02-24,163.74440002441406,193.1999969482422,193.52999877929688,189.32000732421875,190.6300048828125,150812200
2016-02-25,165.72760009765625,195.5399932861328,195.5500030517578,192.8300018310547,193.72999572753906,110728300
2016-02-26,165.34629821777344,195.08999633789062,196.67999267578125,194.89999389648438,196.57000732421875,129833700
2016-02-29,164.04953002929688,193.55999755859375,196.22999572753906,193.3300018310547,195.11000061035156,125918100
2016-03-01,167.9058074951172,198.11000061035156,198.2100067138672,194.4499969482422,195.00999450683594,141799700
2016-03-02,168.6601104736328,199.0,199.05999755859375,197.25,197.74000549316406,102415000
2016-03-03,169.32122802734375,199.77999877929688,199.8000030517578,198.11000061035156,198.7899932861328,95172200
2016-03-04,169.87210083007812,200.42999267578125,201.35000610351562,199.02999877929688,200.00999450683594,129293600
2016-03-07,170.0077362060547,200.58999633789062,201.07000732421875,199.25,199.33999633789062,100219000
2016-03-08,168.15158081054688,198.39999389648438,199.9199981689453,198.2100067138672,199.32000732421875,123974900
2016-03-09,168.982177734375,199.3800048828125,199.7899932861328,198.42999267578125,199.36000061035156,94801200
2016-03-10,169.11778259277344,199.5399932861328,201.07000732421875,197.3800048828125,199.9600067138672,156838700
2016-03-11,171.8468780517578,202.75999450683594,202.80999755859375,199.52000427246094,201.25999450683594,137964500
2016-03-14,171.62655639648438,202.5,203.0399932861328,201.77000427246094,202.16000366210938,73612000
2016-03-15,171.3468780517578,202.1699981689453,202.52999877929688,201.0500030517578,201.36000061035156,93169100
2016-03-16,172.3384246826172,203.33999633789062,203.82000732421875,201.5500030517578,201.60000610351562,129303200
2016-03-17,173.4317626953125,204.6300048828125,205.22999572753906,202.77000427246094,203.24000549316406,134278500
2016-03-18,174.11331176757812,204.3800048828125,204.77999877929688,203.8000030517578,204.1699981689453,138372400
2016-03-21,174.3603515625,204.6699981689453,204.94000244140625,203.8000030517578,204.07000732421875,72926700
2016-03-22,174.26663208007812,204.55999755859375,205.22999572753906,203.57000732421875,203.75999450683594,97471900
2016-03-23,173.1166229248047,203.2100067138672,204.3300018310547,203.00999450683594,204.11000061035156,81052500
2016-03-24,173.03990173339844,203.1199951171875,203.16000366210938,201.74000549316406,202.0,84360900
2016-03-28,173.1421356201172,203.24000549316406,203.86000061035156,202.7100067138672,203.61000061035156,62408200
2016-03-29,174.7437286376953,205.1199951171875,205.25,202.39999389648438,202.75999450683594,92922900
2016-03-30,175.51048278808594,206.02000427246094,206.8699951171875,205.58999633789062,206.3000030517578,86365300
2016-03-31,175.08453369140625,205.52000427246094,206.41000366210938,205.3300018310547,205.91000366210938,94584100
2016-04-01,176.27713012695312,206.9199981689453,207.13999938964844,203.97999572753906,204.35000610351562,114423500
2016-04-04,175.70635986328125,206.25,207.07000732421875,205.88999938964844,206.8300018310547,63497000
2016-04-05,173.95147705078125,204.19000244140625,206.25999450683594,203.88999938964844,204.6699981689453,99662200
2016-04-06,175.85122680664062,206.4199981689453,206.49000549316406,203.97999572753906,204.19000244140625,91839800
2016-04-07,173.74697875976562,203.9499969482422,205.55999755859375,203.08999633789062,205.13999938964844,113859000
2016-04-08,174.21554565429688,204.5,205.85000610351562,203.8699951171875,205.33999633789062,95040600
2016-04-11,173.80661010742188,204.02000427246094,206.07000732421875,203.91000366210938,205.25,83757500
2016-04-12,175.42526245117188,205.9199981689453,206.25,203.6999969482422,204.22000122070312,115350600
2016-04-13,177.1972198486328,208.0,208.10000610351562,206.83999633789062,207.0,96336400
2016-04-14,177.20571899414062,208.00999450683594,208.60000610351562,207.60000610351562,208.07000732421875,65212900
2016-04-15,177.00982666015625,207.77999877929688,208.1699981689453,207.39999389648438,208.00999450683594,75761600
2016-04-18,178.2535400390625,209.24000549316406,209.27999877929688,207.0,207.77999877929688,82531000
2016-04-19,178.81581115722656,209.89999389648438,210.1999969482422,208.94000244140625,209.74000549316406,88316100
2016-04-20,178.98623657226562,210.10000610351562,210.9199981689453,209.38999938964844,209.9499969482422,81100300
2016-04-21,178.02359008789062,208.97000122070312,210.25,208.64999389648438,210.1199951171875,85695000
2016-04-22,178.02359008789062,208.97000122070312,209.2899932861328,207.91000366210938,208.5500030517578,99251700
2016-04-25,177.71690368652344,208.61000061035156,208.66000366210938,207.5399932861328,208.25999450683594,66166500
2016-04-26,177.98095703125,208.9199981689453,209.52000427246094,208.36000061035156,209.0399932861328,75864200
2016-04-27,178.3472900390625,209.35000610351562,209.80999755859375,208.0500030517578,208.47000122070312,77329400
2016-04-28,176.72865295410156,207.4499969482422,209.75999450683594,206.9600067138672,208.4600067138672,97216200
2016-04-29,175.7745361328125,206.3300018310547,207.1300048828125,205.02999877929688,206.72000122070312,142424100
2016-05-02,177.1717071533203,207.97000122070312,208.17999267578125,206.41000366210938,206.9199981689453,62188000
2016-05-03,175.62974548339844,206.16000366210938,206.8000030517578,205.27999877929688,206.52000427246094,106422100
2016-05-04,174.6500244140625,205.00999450683594,205.85000610351562,204.4199981689453,204.99000549316406,92243800
2016-05-05,174.61590576171875,204.97000122070312,205.97999572753906,204.47000122070312,205.55999755859375,67619200
2016-05-06,175.2548828125,205.72000122070312,205.77000427246094,203.8800048828125,204.05999755859375,89315000
2016-05-09,175.39971923828125,205.88999938964844,206.39999389648438,205.36000061035156,205.57000732421875,74374900
2016-05-10,177.58056640625,208.4499969482422,208.47000122070312,206.63999938964844,206.72000122070312,77472200
2016-05-11,175.91934204101562,206.5,208.5399932861328,206.5,207.91000366210938,81727000
2016-05-12,175.9704132080078,206.55999755859375,207.49000549316406,205.3699951171875,207.2899932861328,89586300
2016-05-13,174.4370574951172,204.75999450683594,206.86000061035156,204.3800048828125,206.2100067138672,96474600
